ID,Entry_Term,DegreeDate,DegreeEarned,DegreeMajor,DegreeGPA,HSGPA,ACTMath,ACTEnglish,Gender,Race,Citizenship,First_Gen,HomeState,EFC,FamilyIncome,FatherEdLevel,MotherEdLevel,PELL,Loan,TOPS,CampHousing,Greek,FirstSemGPA,FirstYearGPA,SecondYearGPA,SixyearCompletion,FirstYrCalcorHigherCompletion,FirstYrStEMRetention,SecondYrSTEMRetention,FirstYrEarnedCreditHours,SecondYrEarnedCreditHours,STEMDegreeCompletion
179047,Fall2015,Fall2019,BS,SPADM ,3.056,3.38,22,24,1,7,1,0,1,613001,694521,6,6,0,0,1,0,0,3.000,2.900,2.809,1,0,1,0,27,51,0
179156,Fall2015,,,,,3.17,23,26,1,7,1,0,1,40927,164651,4,4,0,0,1,0,1,1.925,2.070,     ,0,0,1,0,21,21,0
179157,Fall2015,,,,,3.39,26,25,0,7,1,0,1,35494,155767,4,4,0,1,1,0,1,3.114,2.759,2.526,0,1,1,1,28,51,0
179356,Fall2015,Spring2019,BS,GBUS  ,2.315,3.25,23,22,1,7,1,1,1,14723,132941,2,1,0,1,1,0,1,3.150,2.577,2.388,1,0,0,0,27,54,0
179604,Fall2015,Spring2019,BS,BCH   ,3.877,4.00,34,34,1,1,1,1,1,13,37145,1,0,1,0,1,0,0,4.243,4.154,4.049,1,1,1,1,33,63,1
179777,Fall2015,,,,,3.50,23,21,0,7,1,0,1,97987,286190,6,4,0,0,1,0,1,3.525,3.600,     ,0,0,0,0,24,24,0
179794,Fall2015,,,,,3.17,21,21,1,7,1,0,1,0,0,4,2,1,0,1,0,0,2.500,2.121,1.774,0,0,1,0,25,38,0
179920,Fall2015,,,,,3.21,22,24,1,7,1,0,1,6776,62711,2,5,0,1,1,0,0,1.350,1.350,     ,0,0,0,0,9,9,0
180191,Fall2015,Spring2019,BS,MATH  ,3.783,3.97,27,34,0,7,1,0,1,34091,148757,2,4,0,0,1,0,0,4.140,3.885,3.804,1,1,1,1,28,53,1
181016,Fall2015,,,,,3.53,26,25,1,7,1,0,1,26127,213504,1,4,0,0,1,0,0,0.750,1.363,     ,0,0,0,0,6,6,0
181222,Fall2015,Spring2020,BS,MKT   ,3.016,3.26,22,24,1,7,1,0,1,37990,94224,2,5,0,0,1,0,0,3.076,2.868,3.037,1,1,0,0,29,59,0
181547,Fall2015,Fall2021,BIS,IS    ,2.566,3.79,30,35,1,7,1,0,1,          ,          ,4,2,0,0,1,0,0,3.246,3.483,3.450,0,1,1,1,24,60,0
181623,Fall2015,Spring2020,BSME,ME    ,2.869,3.24,33,30,1,6,1,0,1,177035,249702,4,4,0,0,1,0,0,3.435,3.187,3.129,1,1,1,1,27,52,1
181880,Fall2015,Spring2020,BSCM,CM    ,3.513,3.50,27,24,1,7,1,0,1,61263,268724,4,4,0,0,1,0,0,3.614,3.730,3.415,1,1,1,1,30,51,1
182197,Fall2015,,,,,3.09,23,24,0,7,1,1,1,0,11635,0,1,1,0,1,0,0,0.175,1.484,     ,0,0,0,0,16,16,0
182370,Fall2015,Fall2018,BS,PHYS  ,4.028,3.73,25,25,0,7,1,0,1,16107,145246,5,4,0,0,1,0,0,4.187,4.000,4.049,1,1,1,1,32,67,1
182768,Fall2015,,,,,3.51,25,28,1,7,1,0,1,27933,120653,6,6,0,1,1,0,0,0.530,0.996,     ,0,0,1,0,9,9,0
182817,Fall2015,Spring2019,BS,HRE   ,2.812,3.85,19,24,0,7,1,0,1,31140,142863,0,4,0,1,1,0,0,2.731,2.512,2.667,1,1,1,1,30,59,0
183030,Fall2015,Spring2019,BSCM,CM    ,2.953,3.48,25,29,1,7,1,0,1,36386,149811,2,4,0,0,1,0,0,2.875,3.161,2.894,1,0,1,1,34,64,1
183081,Fall2015,Spring2019,BS,ELED  ,3.307,3.47,19,27,0,7,1,0,1,1755,27648,4,1,1,0,1,0,0,2.510,2.685,2.934,1,0,0,0,28,63,0
183168,Fall2015,Spring2019,BS,CSC   ,3.564,3.32,26,34,1,7,1,0,1,14277,119353,4,4,0,1,1,0,0,3.660,3.483,3.553,1,1,1,1,30,63,1
183312,Fall2015,,,,,3.29,27,28,1,7,1,1,1,26977,140187,1,2,0,1,1,0,0,0.000,0.400,     ,0,0,0,0,0,0,0
183346,Fall2015,Fall2019,BA,SOCL  ,2.491,3.64,19,21,0,3,1,1,1,0,37867,0,2,1,0,1,0,0,1.675,1.957,2.678,1,0,1,1,23,50,0
183521,Fall2015,Spring2020,BSME,ME    ,3.526,3.80,33,34,0,7,1,0,1,170819,285000,4,2,0,0,1,0,1,3.485,3.530,3.646,1,1,1,1,24,52,1
183570,Fall2015,Spring2020,BSCHE,CHE   ,3.248,3.73,31,30,0,7,1,0,1,56764,206800,5,5,0,0,1,0,0,3.625,3.726,3.417,1,1,1,1,32,60,1
184422,Fall2015,,,,,4.00,26,23,0,7,1,0,1,19242,110478,6,4,0,1,1,0,0,2.046,2.664,2.474,0,1,1,0,30,50,0
185062,Fall2015,Fall2019,BSIE,IE    ,2.943,3.77,27,34,1,7,1,0,1,33978,144434,4,4,0,1,1,0,0,3.343,3.265,3.106,1,1,1,1,28,53,1
185067,Fall2015,Fall2019,BS,BIOL  ,3.100,3.70,24,20,0,1,0,0,1,          ,          ,6,6,0,0,0,0,0,2.793,2.773,2.840,1,0,1,1,30,62,1
185576,Fall2015,,,,,3.00,21,21,0,7,1,0,1,0,32034,6,4,1,1,1,0,0,0.000,0.000,     ,0,0,0,0,0,0,0
185750,Fall2015,Fall2021,BSCM,CM    ,2.331,3.31,27,26,1,7,1,0,0,17114,99202,6,6,0,1,1,0,0,2.250,2.277,1.633,0,1,1,1,27,41,1
185782,Fall2015,,,,,3.30,28,23,1,7,1,0,1,6229,61095,4,2,0,0,1,0,0,1.681,1.646,1.638,0,0,0,0,26,47,0
186518,Fall2015,Spring2019,BS,CHEM  ,4.278,4.00,36,36,1,7,1,0,1,13545,71386,1,4,0,0,1,0,0,4.300,4.300,4.285,1,1,1,1,32,63,1
186531,Fall2015,,,,,2.73,25,20,1,3,1,0,1,0,18367,1,4,1,0,1,0,0,1.860,1.900,1.674,0,0,1,1,28,43,0
186716,Fall2015,Summer2021,BSPE,PETE  ,2.951,2.85,27,27,1,7,1,0,1,4345,20422,6,6,1,1,1,0,0,3.500,3.359,3.158,1,1,1,1,24,55,1
186779,Fall2015,Fall2020,BA,ENGL  ,2.140,3.11,21,24,0,6,1,0,1,0,0,6,6,1,0,1,0,0,2.415,2.053,2.087,1,0,0,0,23,48,0
187172,Fall2015,Spring2021,BSME,ME    ,3.484,3.77,29,27,0,7,1,0,1,20048,119556,4,4,0,0,1,0,1,3.700,3.771,3.660,1,1,1,1,30,62,1
187271,Fall2015,Summer2019,BSCHE,CHE   ,3.093,3.55,26,28,0,7,1,0,1,140615,238971,4,4,0,0,1,0,0,3.664,3.446,2.987,1,1,1,1,29,54,1
187665,Fall2015,Spring2019,BS,CSC   ,3.666,3.67,30,32,1,7,1,1,1,3741,66912,2,2,1,0,1,0,0,3.712,3.722,3.660,1,1,1,1,35,71,1
188437,Fall2015,Spring2020,BS,ISDS  ,2.802,3.95,21,24,1,7,1,1,0,4341,47620,1,2,1,1,1,0,0,2.705,2.409,2.566,1,0,1,0,28,49,0
189295,Fall2015,Fall2019,BS,MKT   ,3.068,3.04,30,27,1,7,1,1,1,1240,16532,2,2,1,0,1,0,0,2.830,2.558,2.552,1,1,1,1,24,55,0
189795,Fall2015,Fall2020,BS,CSC   ,2.568,3.18,23,19,0,7,1,1,1,0,12600,1,0,1,1,1,0,0,0.971,1.723,2.223,1,0,1,1,26,44,1
189991,Fall2015,Spring2020,BS,CSC   ,2.912,3.44,28,28,1,7,1,0,1,47,30294,4,1,1,1,1,0,0,2.816,3.365,3.093,1,1,1,1,26,52,1
190458,Fall2015,Spring2019,BS,GBUS  ,3.093,3.36,25,28,0,7,1,1,1,0,32812,0,2,1,1,1,0,0,2.216,2.395,2.548,1,0,0,0,24,48,0
190827,Fall2015,Fall2019,BSCM,CM    ,3.089,3.80,27,26,1,7,1,1,1,45167,153828,1,1,0,0,1,0,0,3.331,3.310,3.113,1,0,1,1,34,61,1
191169,Fall2015,Spring2019,BSEE,EE    ,3.584,3.77,25,18,0,7,1,0,1,7208,71486,2,6,0,1,1,0,0,2.471,3.132,3.379,1,1,1,1,33,62,1
192136,Fall2015,Fall2021,BSCM,CM    ,2.559,2.83,26,30,1,7,1,0,1,2324,51424,6,6,1,0,1,0,0,2.500,1.980,1.897,0,0,1,1,20,38,1
192173,Fall2015,,,,,3.63,27,34,0,7,1,0,1,1606,33878,2,4,1,1,1,0,0,3.100,2.372,1.786,0,0,1,0,22,29,0
193014,Fall2015,Summer2020,BSCE,CE    ,4.088,4.00,31,29,1,1,1,0,1,87896,206000,4,4,0,0,1,0,0,4.262,4.215,4.000,1,0,1,1,30,66,1
193751,Fall2015,Fall2020,BSPE,PETE  ,3.599,2.95,34,28,1,7,1,0,0,1826,58504,4,5,1,0,1,0,0,2.871,2.775,     ,1,1,1,0,28,28,1
194365,Fall2015,Spring2019,BS,FIN   ,3.096,3.07,25,22,1,3,1,0,0,7684,92937,4,4,0,1,1,0,0,3.085,2.957,3.039,1,0,1,0,26,56,0
194395,Fall2015,Spring2021,BSCHE,CHE   ,2.441,3.94,30,31,1,1,1,1,1,0,17173,0,0,1,0,1,0,0,3.088,2.910,2.320,1,1,1,1,31,59,1
194671,Fall2015,Fall2019,BS,CSC   ,2.669,4.00,33,34,1,7,1,0,1,58047,214000,4,4,0,0,1,0,0,2.640,2.627,2.683,1,1,1,1,30,59,1
194741,Fall2015,,,,,2.98,23,22,1,7,1,0,1,3093,29383,2,4,1,0,1,0,0,2.000,2.896,2.253,0,0,1,1,23,40,0
194851,Fall2015,Spring2020,BS,GBUS  ,2.826,3.21,25,25,1,7,1,0,1,149345,201000,4,2,0,0,1,0,1,1.333,2.700,2.754,1,0,1,1,21,47,0
195573,Fall2015,,,,,3.33,25,25,1,7,1,0,1,13364,98828,4,4,0,1,1,0,1,1.666,2.194,2.367,0,0,1,0,15,35,0
195577,Fall2015,Spring2019,BA,POLI  ,2.702,3.07,24,29,1,7,1,0,1,4511,69204,2,4,1,1,1,0,0,2.557,1.980,2.288,1,0,0,0,20,53,0
195878,Fall2015,Spring2019,BSCHE,CHE   ,2.676,3.84,26,24,0,7,1,0,1,136300,467669,1,4,0,0,1,0,0,3.340,2.897,2.563,1,1,1,1,29,65,1
195986,Fall2015,,,,,2.74,21,18,1,7,1,0,0,11578,109919,4,6,0,1,1,0,0,1.000,2.186,1.981,0,0,1,0,24,24,0
195998,Fall2015,Spring2019,BS,BIOL  ,3.376,4.00,27,35,0,7,1,0,1,36585,76144,4,4,0,1,1,0,0,3.860,3.886,3.710,1,1,1,1,31,60,1
196076,Fall2015,,,,,3.86,26,32,0,7,1,0,1,32928,131606,4,4,0,1,1,0,0,2.342,2.846,     ,0,1,0,0,30,30,0
196138,Fall2015,Fall2019,BSCHE,CHE   ,3.088,3.81,28,29,1,7,1,0,1,0,14700,4,1,1,0,1,0,0,3.808,3.254,3.020,1,1,1,1,29,57,1
196425,Fall2015,,,,,3.85,24,21,0,7,1,0,1,          ,          ,1,4,0,0,0,0,0,2.000,2.000,     ,0,0,0,0,15,15,0
196711,Fall2015,Spring2019,BS,PSYCS ,2.519,3.37,24,29,1,7,1,1,1,20584,174369,1,2,0,1,1,0,0,0.922,2.078,2.243,1,0,1,0,22,55,0
197020,Fall2015,Spring2020,BS,NREM  ,3.615,3.77,29,22,1,7,1,0,0,14646,92435,4,4,0,1,1,0,0,3.766,3.500,3.309,1,1,1,1,35,60,0
197337,Fall2015,Spring2020,BSCM,CM    ,3.267,2.87,24,27,1,7,1,0,1,9847,77467,2,4,0,0,1,0,0,3.450,3.360,3.268,1,1,1,1,30,66,1
197389,Fall2015,,,,,3.31,24,21,1,2,1,0,1,0,0,6,6,1,0,1,0,0,0.857,1.075,     ,0,1,1,0,14,14,0
197457,Fall2015,Fall2019,BS,ACCT  ,3.358,3.73,28,31,1,7,1,0,1,33993,204573,4,4,0,0,1,0,0,3.346,3.204,3.117,1,1,1,0,26,51,0
197900,Fall2015,Spring2020,BSCHE,CHE   ,3.051,3.89,27,32,0,1,1,0,1,8052,95806,4,4,0,0,1,0,0,3.300,3.175,3.026,1,1,1,1,33,66,1
198387,Fall2015,Spring2019,BA,SOCL  ,3.318,3.32,23,27,1,7,1,0,1,6565,61811,2,4,0,1,1,0,0,3.046,2.928,3.176,1,0,1,0,28,60,0
198729,Fall2015,Spring2020,BSCHE,CHE   ,3.257,3.57,26,20,1,7,1,0,0,          ,          ,4,4,0,0,0,0,1,3.321,3.326,3.268,1,1,1,1,28,57,1
198735,Fall2015,Spring2020,BSCM,CM    ,2.492,2.93,24,26,1,7,1,0,1,110158,539171,4,4,0,0,1,0,1,2.675,2.455,2.439,1,0,1,1,27,50,1
198782,Fall2015,Fall2018,BS,KIN   ,2.825,3.45,25,21,1,7,1,0,1,39421,154474,2,5,0,1,1,0,1,2.006,2.911,2.859,1,0,0,0,27,54,0
198886,Fall2015,Spring2019,BS,CSC   ,3.586,3.77,29,33,1,7,1,0,1,31518,200000,4,4,0,0,1,0,0,3.375,3.393,3.401,1,1,1,1,30,59,1
199277,Fall2015,,,,,    ,21,19,1,4,0,0,0,          ,          ,4,1,0,0,0,0,0,2.971,2.150,1.728,0,1,1,1,24,50,0
199681,Fall2015,Fall2021,BS,SPADM ,2.330,3.02,26,23,0,2,1,0,1,1892,35325,6,6,1,0,1,0,0,2.825,3.137,2.024,0,0,0,0,27,46,0
199932,Fall2015,Spring2019,BSCHE,CHE   ,3.744,3.75,35,34,1,7,1,0,1,4348,52516,2,4,0,0,1,0,0,3.964,4.067,3.985,1,1,1,1,32,61,1
199933,Fall2015,,,,,3.73,27,28,0,3,1,0,1,165234,308424,4,4,0,0,1,0,1,2.964,2.844,2.962,0,1,1,1,30,57,0
200352,Fall2015,Spring2020,BSEE,EE    ,2.749,    ,35,34,1,1,1,0,1,0,89595,6,6,0,0,0,0,0,3.650,3.312,2.320,1,1,1,1,27,40,1
200444,Fall2015,Spring2019,BS,MKT   ,3.039,3.22,30,35,1,7,1,0,1,188132,378739,4,5,0,0,1,0,1,2.500,2.800,2.980,1,1,1,1,24,52,0
201005,Fall2015,,,,,3.16,23,32,1,7,1,0,1,47490,182636,4,2,0,0,1,0,0,     ,     ,     ,0,0,0,0,0,0,0
201619,Fall2015,Spring2019,BSEVE,EVEG  ,2.639,3.89,21,24,0,2,1,0,1,9537,86409,4,4,0,0,1,0,0,3.166,3.192,2.801,1,1,1,1,26,53,1
202084,Fall2015,,,,,3.76,27,31,0,7,1,1,1,2939,40778,1,1,1,0,1,0,0,3.000,3.321,2.827,0,0,0,0,13,35,0
202273,Fall2015,,,,,3.47,23,21,0,7,1,0,1,9235,61531,6,6,0,0,1,0,0,1.914,2.441,2.411,0,0,1,1,25,50,0
202517,Fall2015,Fall2019,BA,PHIL  ,3.121,3.29,23,21,0,7,1,0,1,15478,82543,2,6,0,0,1,0,0,2.213,2.848,2.912,1,0,1,1,29,63,0
202735,Fall2015,Fall2019,BS,FIN   ,3.011,3.89,31,32,1,7,1,0,1,190420,239966,6,6,0,0,1,0,0,2.869,3.170,3.081,1,0,1,1,29,59,0
203236,Fall2015,,,,,3.59,25,25,0,7,1,0,1,16431,194653,5,5,0,1,1,0,1,2.826,2.948,2.868,0,1,0,0,27,55,0
203304,Fall2015,Spring2019,BSCE,CE    ,3.070,3.08,27,28,1,7,1,0,0,          ,          ,2,5,0,0,0,0,0,2.642,2.600,2.742,1,1,1,1,28,59,1
203466,Fall2015,,,,,3.10,19,22,0,7,1,0,1,55122,169216,4,5,0,0,1,0,0,1.566,1.925,     ,0,0,0,0,9,9,0
203788,Fall2015,Spring2021,BS,CSC   ,2.847,3.66,30,34,1,7,1,0,1,28326,174162,5,4,0,0,1,0,0,3.194,2.960,3.203,1,1,1,1,30,59,1
203828,Fall2015,,,,,3.76,24,35,1,7,1,0,1,24702,174638,4,4,0,1,1,0,0,2.535,2.100,1.775,0,0,1,1,29,46,0
203920,Fall2015,Spring2019,BSPE,PETE  ,3.685,3.71,31,32,1,7,1,0,0,30493,133102,4,2,0,1,1,0,0,3.878,3.803,3.579,1,1,1,1,29,59,1
203975,Fall2015,Spring2022,BSME,ME    ,2.207,3.18,25,20,1,3,1,0,0,          ,          ,4,4,0,0,0,0,0,1.893,2.214,2.150,0,1,1,1,28,55,1
204385,Fall2015,,,,,3.79,23,27,0,7,1,0,1,6,24446,2,4,1,1,1,0,1,2.353,2.729,2.873,0,1,1,1,25,53,0
204490,Fall2015,Spring2018,BS,BIOL  ,3.910,4.00,27,25,0,7,1,0,1,2702,66000,5,4,0,0,1,0,1,4.138,4.022,4.029,1,0,1,1,28,60,1
204654,Fall2015,Spring2019,BAMC,MC    ,3.179,3.19,23,26,1,7,1,1,1,26222,124647,2,1,0,1,1,0,1,2.150,3.154,3.125,1,0,0,0,27,58,0
205042,Fall2015,Spring2019,BSPE,PETE  ,2.619,3.70,26,26,1,8,1,0,0,124201,133867,4,4,0,0,0,0,0,3.038,2.990,2.710,1,1,1,1,27,58,1
205088,Fall2015,,,,,3.54,23,22,1,2,1,0,1,89447,285454,4,5,0,0,1,0,0,2.957,3.005,2.448,0,1,1,0,26,47,0
205123,Fall2015,Spring2020,BSBE,BE    ,3.072,3.78,28,34,1,7,1,1,1,37190,163249,6,6,0,0,1,0,0,3.200,3.158,2.925,1,1,1,1,30,56,1
205195,Fall2015,Spring2019,BA,SPAN  ,4.099,3.95,35,36,0,7,1,0,1,696520,1604779,4,4,0,0,1,0,1,3.947,4.000,4.068,1,0,1,1,32,66,0
205313,Fall2015,Spring2019,BSCM,CM    ,3.474,3.34,23,22,1,7,1,0,1,49574,111984,4,4,0,0,1,0,0,3.425,3.625,3.467,1,1,1,1,24,59,1
205982,Fall2015,,,,,2.75,26,23,0,7,1,0,1,21599,97882,6,6,0,0,1,0,0,0.000,1.700,2.025,0,0,0,0,0,9,0
206656,Fall2015,Fall2019,BS,GBUS  ,2.783,3.75,23,25,0,7,1,0,1,21872,89723,4,2,0,0,1,0,0,2.753,3.081,3.042,1,1,0,0,29,55,0
206725,Fall2015,Spring2022,BA,POLI  ,2.005,2.97,28,23,1,7,1,0,1,11936,141837,6,6,0,1,1,0,0,1.460,1.723,2.390,0,1,1,1,21,57,0
207454,Fall2015,Spring2019,BS,BIOL  ,3.613,    ,27,24,1,1,1,0,1,12764,116024,0,6,0,0,1,0,0,3.860,3.888,3.754,1,1,1,1,28,56,1
208261,Fall2015,Spring2020,BSCHE,CHE   ,3.310,    ,  ,  ,1,4,0,0,0,          ,          ,6,6,0,0,0,0,0,2.675,3.296,3.153,1,1,1,1,29,55,1
208270,Fall2015,Fall2018,BSGEOL,GEOLP ,3.492,3.75,29,34,1,7,1,0,1,8381,78263,1,4,0,1,1,0,1,3.033,3.396,3.435,1,1,1,1,26,51,1
208991,Fall2015,Spring2019,BS,CSC   ,3.499,3.62,25,32,1,7,1,0,1,          ,          ,4,4,0,0,1,0,0,3.814,3.610,3.528,1,1,1,1,29,60,1
209124,Fall2015,,,,,3.43,21,20,1,7,1,0,1,48060,172700,1,4,0,0,1,0,1,1.540,2.711,2.350,0,0,0,0,27,45,0
209138,Fall2015,,,,,2.83,31,28,1,1,1,0,0,9637,105000,5,4,0,0,0,0,0,2.730,2.624,2.812,0,1,1,1,25,50,0
209311,Fall2015,Fall2021,BSPE,PETE  ,2.135,3.56,26,21,1,2,1,1,1,0,21838,1,2,1,0,1,0,0,2.600,2.182,2.176,0,1,1,1,28,52,1
209795,Fall2015,Spring2020,BSPE,PETE  ,2.789,3.67,27,24,1,7,1,1,1,14814,83364,1,1,0,1,1,0,0,3.428,3.423,3.098,1,1,1,1,30,62,1
211192,Fall2015,Spring2021,BSME,ME    ,2.827,3.88,26,23,1,7,1,0,1,2490,44582,2,4,1,0,1,0,0,3.207,3.306,2.971,1,1,1,1,26,51,1
211206,Fall2015,Spring2021,BS,CSC   ,3.370,3.13,24,36,1,1,1,0,1,50195,153043,1,4,0,0,1,0,0,2.684,3.863,3.085,1,1,1,1,27,53,1
211603,Fall2015,Spring2021,BSIE,IE    ,2.722,3.04,28,30,1,1,1,0,1,1352,43136,4,2,1,0,1,0,0,3.785,3.066,2.269,1,1,1,1,27,46,1
211934,Fall2015,,,,,3.07,22,24,0,2,1,0,1,0,2242,6,6,1,0,1,0,0,2.610,1.700,1.724,0,0,1,1,17,25,0
212216,Fall2015,Spring2019,BS,KIN   ,3.598,3.61,28,28,0,1,1,0,1,0,14028,6,0,1,1,1,0,0,3.511,3.634,3.535,1,1,0,0,32,60,0
212237,Fall2015,,,,,3.24,25,26,1,7,1,0,1,12810,82132,6,6,0,0,1,0,0,1.675,0.957,     ,0,0,1,0,9,9,0
212912,Fall2015,Spring2019,BS,BCH   ,3.400,3.30,32,32,1,6,1,0,0,24777,118449,4,4,0,1,1,0,1,2.753,2.725,3.240,1,1,1,1,24,55,1
213789,Fall2015,,,,,3.64,29,26,0,7,1,0,1,0,0,4,4,1,0,1,0,0,1.333,2.720,2.691,0,1,1,0,21,27,0
214117,Fall2015,,,,,3.47,20,22,1,7,1,1,1,3513,43843,0,2,1,1,1,0,0,3.040,3.062,     ,0,0,1,0,24,24,0
214255,Fall2015,Spring2020,BSME,ME    ,2.754,3.28,30,24,1,7,1,0,1,170385,300500,6,6,0,0,1,0,0,3.325,3.516,2.898,1,1,1,1,25,53,1
214724,Fall2015,Summer2019,BS,PSYCS ,3.041,3.81,31,35,0,7,1,1,1,296,20532,2,2,1,0,1,0,0,2.900,3.312,3.225,1,1,0,0,26,53,0
214822,Fall2015,Spring2019,BS,PHYS  ,3.714,4.00,34,35,1,1,1,0,1,74864,212962,4,4,0,0,1,0,0,3.753,3.912,3.976,1,1,1,1,29,65,1
214923,Fall2015,Spring2020,BS,PSYCS ,2.936,3.21,21,24,0,7,1,0,1,0,18800,0,4,1,0,1,0,0,2.000,2.544,2.361,1,0,0,0,29,54,0
215542,Fall2015,Spring2019,BS,MKT   ,3.217,3.77,24,23,0,7,1,0,1,66915,361333,5,5,0,0,1,0,1,2.766,3.200,3.235,1,0,0,0,24,60,0
216429,Fall2015,Fall2019,BS,FIN   ,2.941,3.23,25,25,1,7,1,0,1,96578,67915,4,4,0,0,1,0,1,3.360,3.138,3.206,1,0,0,0,30,52,0
216828,Fall2015,,,,,3.83,20,26,1,7,1,1,1,28044,120906,1,1,0,1,1,0,1,2.650,2.537,2.037,0,0,1,0,24,45,0
218240,Fall2015,Spring2019,BSBE,BE    ,3.655,3.87,29,28,0,1,1,1,1,15961,149579,2,2,0,0,1,0,0,3.718,3.729,3.562,1,1,1,1,31,64,1
219159,Fall2015,,,,,3.75,28,26,1,7,1,0,1,2121,41062,4,2,1,1,1,0,0,0.000,0.000,     ,0,0,1,0,0,0,0
220721,Fall2015,,,,,2.78,31,34,1,7,1,0,1,55525,283455,2,4,0,0,1,0,0,0.000,0.000,     ,0,0,0,0,0,0,0
221127,Fall2015,Spring2019,BS,MBIO  ,4.033,3.96,30,34,1,7,1,0,1,12713,110000,4,4,0,1,1,0,0,4.160,4.077,4.066,1,1,1,1,31,63,1
221561,Fall2015,Spring2019,BS,PHYS  ,4.029,4.00,34,35,1,7,1,0,1,5370,61982,4,2,0,0,1,0,0,3.960,3.813,3.958,1,1,1,1,29,58,1
223911,Fall2015,Spring2019,BS,BIOL  ,3.535,3.97,28,29,0,7,1,0,1,52722,168696,5,4,0,0,1,0,1,3.480,3.435,3.363,1,1,1,1,30,57,1
223916,Fall2015,,,,,3.91,28,34,1,7,1,0,1,69869,158114,4,5,0,0,1,0,0,3.264,3.123,2.690,0,1,1,1,30,56,0
224505,Fall2015,,,,,3.62,20,23,1,3,1,0,1,10482,96300,6,6,0,0,1,0,0,3.660,3.760,3.015,0,0,0,0,30,51,0
224777,Fall2015,Spring2019,BSBE,BE    ,3.489,4.00,31,33,0,7,1,0,1,31232,152988,5,5,0,0,1,0,1,3.647,3.709,3.383,1,1,1,1,33,71,1
225053,Fall2015,,,,,2.76,20,21,0,3,1,0,0,9699,109625,5,5,0,0,0,0,0,2.025,1.717,1.260,0,0,0,0,19,22,0
225288,Fall2015,Spring2020,BSCM,CM    ,2.820,3.09,29,27,1,3,1,1,1,21667,94770,0,0,0,0,1,0,0,3.275,2.970,2.696,1,1,1,1,28,52,1
225415,Fall2015,Spring2019,BS,CSC   ,3.499,3.28,27,22,1,1,1,0,1,0,41844,5,4,1,0,1,0,0,3.786,3.481,3.440,1,1,1,1,27,54,1
225731,Fall2015,Fall2020,BSIE,IE    ,2.652,3.52,19,23,1,2,1,0,1,2183,35658,4,4,1,0,1,0,0,3.075,2.406,2.653,1,1,1,1,20,41,1
226264,Fall2015,Spring2019,BS,MGT   ,2.827,3.33,26,26,1,7,1,1,1,71022,240953,1,2,0,0,1,0,0,2.431,2.425,2.640,1,0,1,0,25,55,0
226719,Fall2015,,,,,3.84,28,32,1,7,1,0,1,78176,472453,4,4,0,0,1,0,0,2.735,2.952,2.205,0,1,1,1,29,60,0
228147,Fall2015,Summer2019,BS,ACCT  ,3.290,3.82,28,32,1,7,1,0,1,316076,517625,4,4,0,0,1,0,0,2.566,2.435,3.265,1,0,1,0,9,36,0
228508,Fall2015,Spring2019,BS,KIN   ,3.262,4.00,22,28,0,7,1,0,1,18510,103150,4,4,0,1,1,0,0,3.337,3.419,3.350,1,0,0,0,32,60,0
228564,Fall2015,Spring2019,BS,ISDS  ,3.702,3.90,27,31,0,3,1,0,1,91649,463929,4,4,0,0,1,0,1,3.561,3.603,3.649,1,1,1,1,28,58,0
229122,Fall2015,,,,,3.36,20,19,0,7,1,1,1,5331,78882,2,2,0,0,1,0,0,0.678,2.096,     ,0,0,0,0,11,11,0
229837,Fall2015,Spring2019,BSPE,PETE  ,3.751,3.72,35,33,1,7,1,0,0,          ,          ,4,5,0,0,0,0,0,3.876,3.897,3.768,1,1,1,1,35,69,1
230387,Fall2015,Fall2019,BA,SOCL  ,2.741,3.41,24,32,1,7,1,1,1,4601,62160,1,2,1,1,1,0,0,2.080,2.233,2.548,1,0,1,0,27,52,0
230406,Fall2015,Fall2019,BS,MGT   ,3.226,3.72,26,24,1,3,1,0,0,45317,135000,4,5,0,0,0,0,0,3.512,3.042,3.184,1,1,1,0,28,59,0
230676,Fall2015,Summer2019,BS,MGT   ,2.709,3.32,19,23,0,2,1,1,1,456,37659,6,0,1,1,1,0,0,2.400,2.920,2.776,1,0,0,0,27,48,0
231143,Fall2015,Spring2020,BSCHE,CHE   ,3.149,3.94,24,27,1,7,1,0,1,43992,195750,4,4,0,0,1,0,0,3.752,3.670,3.366,1,1,1,1,33,63,1
231370,Fall2015,Spring2020,BA,CMST  ,2.896,3.52,24,25,1,2,1,1,1,558,32108,2,2,1,1,1,0,0,3.000,2.630,2.436,1,0,0,0,24,48,0
232400,Fall2015,,,,,3.45,25,30,0,7,1,0,1,17750,94098,6,6,0,0,1,0,0,0.333,1.225,0.973,0,0,0,0,9,18,0
233052,Fall2015,Fall2019,BFA,STAR  ,3.528,3.05,21,22,1,2,1,1,1,921,35410,6,2,1,1,1,0,0,3.020,2.806,3.150,1,0,1,0,26,53,0
233203,Fall2015,Summer2020,BSME,ME    ,3.184,3.16,28,32,1,7,1,0,0,          ,          ,5,5,0,0,0,0,1,3.523,3.073,3.139,1,1,1,1,30,55,1
233308,Fall2015,Fall2018,BS,MKT   ,3.484,3.46,25,30,0,7,1,0,1,23482,116173,4,6,0,0,1,0,0,3.360,3.320,3.275,1,0,0,0,30,61,0
