ID,Entry_Term,DegreeDate,DegreeEarned,DegreeMajor,DegreeGPA,HSGPA,ACTMath,ACTEnglish,Gender,Race,Citizenship,First_Gen,HomeState,EFC,FamilyIncome,FatherEdLevel,MotherEdLevel,PELL,Loan,TOPS,CampHousing,Greek,FirstSemGPA,FirstYearGPA,SecondYearGPA,SixyearCompletion,FirstYrCalcorHigherCompletion,FirstYrStEMRetention,SecondYrSTEMRetention,FirstYrEarnedCreditHours,SecondYrEarnedCreditHours,STEMDegreeCompletion
120408,Fall2015,Summer2020,BSCE,CE    ,2.891,    ,  ,  ,1,4,0,0,1,          ,          ,4,4,0,0,0,0,0,2.807,2.214,2.451,1,0,1,1,27,47,1
120504,Fall2015,Spring2019,BS,PSYCS ,3.415,3.88,28,28,0,7,1,0,1,49523,122503,4,5,0,0,1,0,0,2.940,3.253,3.310,1,0,0,0,24,61,0
121566,Fall2015,Summer2019,BA,ENGL  ,2.695,3.85,22,31,0,7,1,0,1,0,0,1,5,1,1,1,0,0,1.015,1.882,2.590,1,0,0,1,23,49,0
121832,Fall2015,Summer2021,BS,CSC   ,3.069,3.63,26,30,1,7,1,0,1,25324,166000,4,4,0,0,1,0,0,3.364,3.261,3.011,1,1,1,1,29,62,1
121937,Fall2015,Spring2018,BS,PSYCS ,3.974,4.00,31,36,0,7,1,0,1,82506,273719,5,5,0,0,1,0,1,3.625,3.882,3.916,1,1,0,0,28,61,0
122528,Fall2015,,,,,3.80,30,30,0,7,1,1,0,          ,          ,2,2,0,0,0,0,0,3.285,3.285,     ,0,1,0,0,14,14,0
122783,Fall2015,Spring2020,BS,PSYCS ,2.888,3.82,26,24,0,1,1,1,1,0,27595,0,0,1,0,1,0,0,3.262,3.148,2.925,1,1,0,1,31,54,0
123016,Fall2015,Fall2021,BS,CSC   ,2.119,3.43,24,25,1,7,1,0,1,3789,51779,6,6,1,0,1,0,0,2.578,2.382,2.205,0,1,1,1,29,59,1
123075,Fall2015,Spring2019,BS,KIN   ,3.272,3.50,21,21,0,2,1,1,1,456,30950,1,0,0,0,1,0,0,3.637,3.760,3.450,1,0,0,0,28,56,0
123524,Fall2015,,,,,3.84,25,24,0,7,1,0,1,69643,177777,4,2,0,0,1,0,0,3.978,3.671,3.740,0,0,0,0,29,42,0
123759,Fall2015,,,,,3.65,27,27,0,7,1,1,1,14547,102372,1,1,0,0,1,0,0,2.706,2.817,2.892,0,1,1,0,29,41,0
124315,Fall2015,Spring2021,BARCH,ARCH  ,3.034,3.49,24,20,1,2,1,0,0,          ,          ,4,4,0,0,0,0,0,2.233,2.833,2.905,1,0,1,0,18,39,0
124841,Fall2015,,,,,3.33,20,20,1,1,1,0,1,8595,53473,6,6,0,0,1,0,0,0.000,0.000,     ,0,0,0,0,0,0,0
124981,Fall2015,,,,,3.35,19,18,1,3,1,0,1,26599,112545,5,2,0,1,1,0,0,1.250,1.073,1.105,0,0,1,0,12,24,0
125215,Fall2015,Spring2022,BSCES,CES   ,2.322,3.35,20,26,1,8,1,0,1,7521,66955,2,4,0,1,1,0,0,2.520,2.081,1.915,0,0,1,1,26,47,0
125819,Fall2015,Fall2019,BSPE,PETE  ,3.187,3.71,26,23,1,7,1,0,1,24539,215737,4,4,0,1,1,0,0,3.868,3.644,3.458,1,1,1,1,30,61,1
126023,Fall2015,Spring2019,BS,ANMLS ,3.749,3.87,29,26,0,7,1,0,1,36242,235554,4,4,0,0,1,0,1,3.661,3.473,3.616,1,1,1,0,27,57,0
126130,Fall2015,Spring2021,BSME,ME    ,2.620,3.25,30,25,1,7,1,0,1,16613,66532,4,4,0,0,1,0,0,3.187,2.800,2.673,1,1,1,1,30,53,1
126592,Fall2015,,,,,3.55,27,31,1,7,1,0,1,47930,236674,1,5,0,0,1,0,0,2.433,2.360,2.466,0,0,1,0,21,36,0
126995,Fall2015,,,,,2.71,26,23,0,0,1,0,1,4001,90592,2,4,1,0,1,0,0,0.000,0.873,     ,0,0,0,0,9,9,0
127002,Fall2015,Spring2020,BSME,ME    ,3.314,4.00,27,26,1,7,1,0,1,19744,155184,1,4,0,0,1,0,0,3.292,3.486,3.398,1,1,1,1,30,61,1
127314,Fall2015,Spring2020,BSME,ME    ,3.350,3.39,26,24,1,7,1,0,1,70856,221526,5,2,0,1,1,0,0,3.880,3.992,3.802,1,1,1,1,31,69,1
127321,Fall2015,Fall2020,BSCHE,CHE   ,3.146,3.75,27,25,0,1,0,0,1,9789,80042,4,4,0,0,0,0,0,3.606,3.581,3.183,1,1,1,1,34,67,1
129080,Fall2015,Spring2020,BA,PHIL  ,2.663,3.50,25,30,1,7,1,1,1,40,10182,1,2,1,0,1,0,0,2.825,2.996,2.868,1,0,0,0,25,38,0
129228,Fall2015,Spring2020,BSIE,IE    ,2.642,    ,20,24,1,2,1,0,1,13384,83574,4,5,0,1,1,0,0,3.000,2.700,2.381,1,1,1,1,24,55,1
130965,Fall2015,Spring2020,BS,MKT   ,2.558,3.42,21,28,1,7,1,0,1,34333,101504,4,5,0,0,1,0,0,1.910,2.276,2.150,1,0,0,1,22,47,0
131630,Fall2015,,,,,3.54,23,28,1,7,1,0,1,22019,101504,5,1,0,0,1,0,0,1.961,1.981,1.570,0,1,1,1,24,36,0
131636,Fall2015,Fall2019,BS,KIN   ,2.505,3.38,20,23,0,2,1,0,1,23457,117031,4,4,0,0,1,0,0,2.900,2.688,2.834,1,0,0,0,27,52,0
131732,Fall2015,,,,,3.07,26,28,1,7,1,1,1,2442,58469,0,2,1,0,1,0,0,0.000,0.000,     ,0,0,0,0,0,0,0
131757,Fall2015,Summer2019,BS,FIN   ,3.090,3.79,32,33,1,7,1,0,1,195385,400200,5,4,0,0,1,0,1,3.406,2.864,3.138,1,1,1,0,28,59,0
132550,Fall2015,Spring2020,BS,BIOL  ,3.250,3.23,26,29,1,7,1,0,1,0,1268,4,4,1,1,1,0,1,3.606,3.416,3.508,1,1,1,1,31,63,1
133624,Fall2015,,,,,3.59,25,31,1,7,1,0,1,3623,73655,4,1,0,0,1,0,0,1.425,2.212,1.936,0,0,1,0,24,31,0
133660,Fall2015,,,,,3.44,29,34,1,7,1,0,1,0,13200,6,6,1,0,1,0,0,3.143,2.592,     ,0,1,1,0,25,25,0
135601,Fall2015,Spring2020,BSCHE,CHE   ,3.222,4.00,28,29,1,7,1,0,0,8865,80138,4,4,0,1,1,0,0,3.242,3.606,3.204,1,1,1,1,31,66,1
136421,Fall2015,,,,,3.94,29,27,1,7,1,0,1,95865,183092,6,6,0,0,1,0,0,2.321,2.726,2.450,0,0,1,0,17,26,0
137346,Fall2015,Fall2019,BS,CHEM  ,3.168,3.84,29,33,0,6,1,0,1,46558,142607,4,4,0,0,1,0,0,4.000,3.846,2.932,1,1,1,1,31,56,1
138140,Fall2015,,,,,3.52,26,25,0,7,1,1,1,3849,64793,0,1,1,0,1,0,0,0.350,2.337,     ,0,0,0,0,3,3,0
138182,Fall2015,Fall2018,BS,BIOL  ,3.693,4.00,27,27,1,7,1,0,1,39645,89273,4,2,0,0,1,0,0,4.075,4.018,3.879,1,0,1,1,32,60,1
138222,Fall2015,Spring2019,BS,KIN   ,3.751,3.14,20,22,1,3,1,0,0,0,22106,4,5,0,0,1,0,0,3.569,3.403,3.506,1,0,0,0,28,59,0
138264,Fall2015,,,,,3.50,30,26,0,7,1,0,0,          ,          ,4,4,0,0,0,0,0,2.942,2.773,2.687,0,1,1,0,26,38,0
138272,Fall2015,Spring2019,BSPE,PETE  ,3.983,4.00,32,30,0,7,1,0,0,42453,175315,4,2,0,1,1,0,0,4.168,3.928,3.821,1,1,1,1,32,57,1
139187,Fall2015,,,,,3.32,21,24,0,7,1,1,1,3157,59000,1,1,0,0,1,0,1,1.930,2.767,     ,0,0,1,0,28,28,0
139222,Fall2015,Spring2019,BA,HIST  ,2.970,3.19,22,23,1,7,1,0,1,6172,61252,1,4,0,1,1,0,0,2.820,2.540,2.896,1,0,0,0,30,62,0
139384,Fall2015,Spring2019,BS,KIN   ,3.174,3.63,24,24,0,7,1,0,1,0,0,2,4,0,0,1,0,1,2.420,3.107,2.975,1,0,0,0,31,60,0
140208,Fall2015,,,,,3.70,24,24,0,7,1,0,1,321,35400,2,4,1,0,1,0,0,     ,     ,     ,0,0,0,0,0,0,0
140361,Fall2015,Fall2019,BSCE,CE    ,2.762,3.17,24,21,1,7,1,0,1,54879,183475,4,4,0,1,1,0,0,2.621,2.791,2.700,1,1,1,1,30,52,1
140388,Fall2015,Spring2019,BSBE,BE    ,3.065,3.53,28,26,0,2,1,0,1,841,55054,2,4,1,0,1,0,0,3.105,3.126,2.870,1,1,1,1,34,67,1
140445,Fall2015,Spring2019,BS,BCH   ,4.065,4.00,29,29,1,7,1,0,1,51856,172189,4,4,0,0,1,0,1,4.150,4.182,4.115,1,1,1,1,28,64,1
141029,Fall2015,,,,,3.06,19,22,0,7,1,0,1,21135,110363,4,4,0,0,1,0,0,0.500,1.053,     ,0,0,1,0,9,9,0
141111,Fall2015,Spring2019,BSIE,IE    ,3.281,3.29,34,27,1,7,1,0,1,48684,144247,5,4,0,0,1,0,1,3.678,3.527,3.624,1,1,0,1,14,30,1
141378,Fall2015,Summer2019,BS,BIOL  ,2.897,3.86,27,28,0,7,1,0,1,87946,293175,5,4,0,0,1,0,0,3.273,3.260,2.920,1,1,1,1,31,61,1
141669,Fall2015,,,,,3.08,20,31,0,7,1,0,1,18506,109406,6,4,0,1,1,0,0,2.056,1.748,2.190,0,0,0,0,26,51,0
142359,Fall2015,Spring2019,BS,KIN   ,3.509,3.40,32,26,0,7,1,0,1,6563,85198,1,4,0,1,1,0,1,2.954,2.854,3.394,1,1,1,0,24,57,0
142372,Fall2015,Spring2020,BS,BIOL  ,3.372,3.87,28,30,0,7,1,0,1,12648,101700,4,4,0,0,1,0,0,2.383,2.594,2.970,1,1,1,0,22,46,1
143050,Fall2015,Fall2019,BS,BIOL  ,3.320,3.90,25,34,1,7,1,0,1,57118,192473,6,6,0,0,1,0,0,3.418,3.367,3.347,1,1,1,1,28,56,1
144077,Fall2015,Spring2019,BA,COMD  ,3.041,3.87,23,21,0,7,1,0,1,29671,101950,5,2,0,0,1,0,0,0.933,2.816,2.815,1,0,0,0,22,50,0
144561,Fall2015,,,,,3.32,21,23,0,2,1,0,1,19601,179847,5,2,0,0,1,0,0,1.153,2.307,1.842,0,0,1,0,10,19,0
144771,Fall2015,Spring2019,BSCHE,CHE   ,3.265,3.49,28,30,1,7,1,0,1,1308,40507,4,2,1,1,1,0,0,3.192,3.261,3.287,1,1,1,1,27,57,1
144876,Fall2015,Spring2020,BSME,ME    ,3.539,    ,31,14,1,1,0,0,0,          ,          ,4,1,0,0,0,0,0,3.446,3.700,3.790,1,1,1,1,28,60,1
144882,Fall2015,Spring2020,BS,ENSYS ,2.598,3.77,33,26,1,2,1,0,0,0,13666,4,4,1,1,1,0,0,3.317,2.847,2.704,1,1,1,1,34,62,0
145178,Fall2015,Fall2020,BA,SOCL  ,2.512,3.94,32,30,1,7,1,1,1,10173,78300,1,1,0,0,1,0,0,2.425,3.032,2.711,1,0,1,0,24,46,0
146675,Fall2015,,,,,    ,19,23,0,2,1,0,0,4,28521,1,4,1,0,1,0,0,2.378,1.800,     ,0,0,1,0,23,23,0
147621,Fall2015,Fall2019,BS,GBUS  ,2.810,3.42,24,23,1,2,1,0,1,293,38627,4,4,1,1,1,0,0,2.592,2.803,2.764,1,0,0,0,26,56,0
147642,Fall2015,,,,,3.37,23,24,1,7,1,1,1,30959,128412,1,1,0,0,1,0,0,1.358,1.358,     ,0,0,0,0,4,4,0
147863,Fall2015,Spring2020,BSCHE,CHE   ,3.230,3.56,30,23,1,7,1,1,1,35382,109000,1,1,0,0,1,0,0,3.807,3.343,3.211,1,1,1,1,30,60,1
147874,Fall2015,Fall2020,BSCM,CM    ,2.694,3.37,24,23,1,7,1,0,1,193289,370202,4,5,0,0,1,0,1,2.021,2.481,2.508,1,1,1,1,26,50,1
148323,Fall2015,Fall2019,BSEE,EE    ,3.341,3.94,28,25,1,1,1,0,1,0,0,6,6,1,0,1,0,0,3.314,3.117,3.284,1,1,1,1,30,61,1
148761,Fall2015,Spring2019,BS,CSC   ,3.945,3.79,33,34,1,7,1,0,1,69625,227812,4,4,0,0,1,0,0,3.906,3.790,3.903,1,1,1,1,33,62,1
148859,Fall2015,Fall2019,BS,MATH  ,3.315,3.67,25,22,0,7,1,1,1,0,34728,2,1,1,0,1,0,0,3.156,3.330,3.131,1,1,1,1,33,58,1
149302,Fall2015,Spring2020,BSPE,PETE  ,2.211,3.84,25,20,1,3,1,1,1,0,32890,1,2,1,1,1,0,0,2.820,2.393,2.381,1,1,1,1,31,59,1
149448,Fall2015,,,,,2.98,29,32,1,7,1,0,0,15530,77167,4,4,0,1,1,0,0,3.107,2.529,     ,0,1,1,0,27,27,0
149728,Fall2015,Fall2020,BSCM,CM    ,2.465,3.23,22,24,1,3,1,0,1,26483,124325,4,4,0,0,1,0,0,1.825,1.884,2.336,1,0,1,1,22,52,1
151357,Fall2015,Spring2019,BS,BIOL  ,3.809,3.75,24,28,0,7,1,1,1,26110,63690,2,1,0,0,1,0,0,3.940,3.948,3.944,1,0,1,1,29,62,1
151474,Fall2015,,,,,3.55,26,23,1,7,1,0,1,5186,43242,4,4,1,0,1,0,1,0.566,1.583,     ,0,0,1,0,3,3,0
151545,Fall2015,,,,,3.38,24,21,0,0,1,0,1,0,18095,6,6,0,0,1,0,0,1.683,1.683,     ,0,0,0,0,12,12,0
151812,Fall2015,,,,,3.57,18,26,0,2,1,1,1,0,29096,0,0,1,1,1,0,0,2.618,2.533,2.265,0,0,0,0,24,37,0
151930,Fall2015,,,,,3.04,26,20,1,2,1,0,1,0,31194,6,6,0,0,1,0,0,1.290,1.290,1.868,0,0,0,0,6,15,0
152055,Fall2015,Spring2019,BSEE,EE    ,3.501,3.79,28,25,1,7,1,1,1,34199,151118,2,2,0,0,1,0,0,3.464,3.464,3.474,1,1,1,1,33,64,1
152189,Fall2015,Spring2019,BS,BIOL  ,4.107,4.00,34,33,1,7,1,0,1,136537,853440,5,5,0,0,1,0,0,3.982,4.028,4.067,1,1,1,1,32,71,1
152687,Fall2015,Fall2019,BS,KIN   ,2.988,3.72,26,23,0,7,1,0,1,44333,178881,2,4,0,0,1,0,0,2.618,2.609,2.718,1,1,1,0,32,57,0
152934,Fall2015,Fall2020,BIS,IS    ,2.208,3.02,24,20,1,3,1,0,1,2207,38138,6,2,1,0,1,0,0,2.000,1.736,2.075,1,0,1,1,15,40,0
153397,Fall2015,,,,,2.68,26,26,1,7,1,0,1,61506,284000,5,2,0,0,1,0,0,2.433,2.260,     ,0,0,0,0,9,9,0
153817,Fall2015,Spring2019,BSME,ME    ,3.096,3.79,32,28,1,7,1,0,0,          ,          ,5,4,0,0,0,0,0,3.150,3.253,2.877,1,1,1,1,31,63,1
153948,Fall2015,Spring2019,BA,ENGL  ,3.417,3.97,26,35,0,7,1,0,1,0,0,6,3,1,1,1,0,0,2.880,2.670,3.289,1,1,1,0,28,55,0
154587,Fall2015,,,,,3.80,27,31,0,7,1,0,1,14023,104703,4,4,0,0,1,0,0,3.060,3.610,3.463,0,1,1,0,30,42,0
154902,Fall2015,Spring2019,BS,BIOL  ,3.752,3.95,26,35,0,7,1,0,1,5513,59012,5,5,0,0,1,0,1,3.706,3.925,3.860,1,1,1,1,31,64,1
155139,Fall2015,,,,,3.92,28,29,1,7,1,0,1,22398,82066,6,6,0,0,1,0,0,3.333,3.162,2.951,0,1,1,1,29,56,0
155191,Fall2015,Spring2019,BS,MKT   ,3.057,3.71,23,23,0,7,1,0,1,80800,384924,2,4,0,0,1,0,0,2.000,2.847,2.937,1,0,1,0,25,49,0
155243,Fall2015,Spring2019,BA,ANTH  ,3.639,3.59,23,26,0,1,0,1,1,0,17391,6,0,1,0,1,0,0,3.081,3.262,3.588,1,1,0,0,29,70,0
155323,Fall2015,Spring2019,BS,CSC   ,3.107,3.46,35,33,0,7,1,0,0,          ,          ,5,5,0,0,0,0,0,3.390,3.237,3.114,1,1,1,1,24,52,1
155563,Fall2015,Spring2019,BS,CSC   ,3.741,3.69,23,26,1,7,1,0,1,164895,177500,5,4,0,0,1,0,0,3.678,3.555,3.684,1,1,1,1,30,65,1
155984,Fall2015,Fall2021,BSCM,CM    ,2.599,3.78,23,21,1,2,1,0,1,0,14467,6,2,1,0,1,0,0,2.850,3.188,2.682,0,1,1,1,31,54,1
156120,Fall2015,Fall2019,BSBE,BE    ,2.603,3.26,26,27,1,7,1,0,1,55499,342926,4,4,0,1,1,0,0,3.321,2.775,2.664,1,1,1,1,26,54,1
156624,Fall2015,Spring2019,BS,KIN   ,3.800,3.74,26,26,0,7,1,0,1,3328,79404,4,4,1,0,1,0,1,3.560,3.627,3.740,1,1,0,0,31,60,0
156958,Fall2015,Fall2019,BS,MKT   ,2.834,3.60,27,26,1,7,1,0,1,57822,226204,4,4,0,0,1,0,1,2.083,2.662,2.480,1,0,1,1,24,45,0
157537,Fall2015,,,,,4.00,34,36,0,7,1,0,1,22185,109533,1,4,0,1,1,0,0,4.000,3.974,     ,0,1,0,0,29,29,0
157702,Fall2015,Spring2022,BS,CHEM  ,2.858,4.00,28,36,0,7,1,0,1,8111,77162,2,4,0,0,1,0,0,3.535,3.350,2.980,0,1,1,1,27,50,1
158098,Fall2015,Spring2020,BSPE,PETE  ,2.905,3.66,26,25,1,7,1,0,0,65081,182945,5,4,0,0,0,0,0,2.981,2.831,2.678,1,1,1,1,29,53,1
158146,Fall2015,Spring2019,BSBE,BE    ,3.367,3.72,32,34,1,7,1,0,0,12368,73743,5,4,0,0,0,0,1,3.158,3.091,3.082,1,1,1,1,34,59,1
158332,Fall2015,Spring2019,BS,BIOL  ,2.989,3.22,24,22,0,1,1,1,1,0,13674,1,1,1,0,1,0,0,2.614,2.906,2.892,1,1,1,1,31,59,1
158570,Fall2015,,,,,3.48,24,19,0,2,1,0,1,0,21042,1,5,1,1,1,0,0,2.600,2.142,2.077,0,0,0,0,18,24,0
159274,Fall2015,Fall2019,BSCM,CM    ,2.867,3.02,20,26,1,7,1,0,1,21608,66926,6,6,0,0,1,0,0,2.940,3.222,2.752,1,0,1,1,27,53,1
159901,Fall2015,,,,,3.36,25,23,1,7,1,0,1,16303,142565,4,1,0,1,1,0,0,0.000,1.533,     ,0,0,1,0,12,12,0
159986,Fall2015,Spring2020,BA,THTR  ,3.075,2.80,26,30,1,1,1,0,1,0,19055,6,6,1,0,1,0,0,2.800,2.252,2.307,1,0,1,0,28,47,0
160000,Fall2015,,,,,3.10,24,32,0,3,1,1,1,1028,35459,0,0,1,0,1,0,0,3.060,3.322,     ,0,0,0,0,27,27,0
160697,Fall2015,,,,,3.88,31,30,1,2,1,0,0,43433,252985,4,4,0,0,0,0,0,3.481,3.666,     ,0,1,1,0,30,30,0
161031,Fall2015,,,,,3.22,21,19,0,2,1,1,0,0,35174,0,1,1,1,1,0,0,2.788,2.434,     ,0,0,0,0,29,29,0
161104,Fall2015,Spring2019,BS,TAM   ,3.222,3.80,22,28,0,7,1,1,1,12812,114549,1,1,0,1,1,0,0,3.325,3.511,3.065,1,0,1,0,27,52,0
161147,Fall2015,Spring2019,BS,BIOL  ,4.162,4.00,34,35,1,7,1,0,1,651336,1503569,5,5,0,0,1,0,0,4.230,4.159,4.115,1,1,1,1,26,54,1
161504,Fall2015,Spring2019,BS,BIOL  ,3.928,3.91,31,34,0,1,0,0,1,44795,178000,5,5,0,0,1,0,0,3.840,3.941,4.014,1,1,1,1,31,61,1
161651,Fall2015,Fall2019,BSCE,CE    ,3.313,3.95,25,33,1,7,1,0,1,27158,95262,2,4,0,0,1,0,1,3.670,3.380,3.218,1,1,1,1,31,60,1
161753,Fall2015,,,,,3.58,20,26,0,7,1,0,1,68647,249253,5,4,0,0,1,0,0,1.500,2.909,     ,0,0,0,0,9,9,0
162416,Fall2015,Spring2019,BSBE,BE    ,2.944,3.97,27,35,1,1,0,0,1,4453,53509,5,4,1,0,1,0,0,3.194,3.582,3.352,1,1,1,1,33,68,1
163195,Fall2015,,,,,3.14,19,20,1,2,1,0,0,23970,165451,6,6,0,1,1,0,0,2.050,2.172,2.196,0,1,1,1,25,45,0
163389,Fall2015,Spring2019,BS,MGT   ,3.145,    ,33,24,0,4,0,0,0,          ,          ,5,1,0,0,0,0,1,2.664,2.881,2.935,1,1,0,0,26,53,0
163476,Fall2015,Spring2020,BSBE,BE    ,2.501,3.67,24,32,0,2,1,0,0,          ,          ,5,5,0,0,0,0,0,2.812,2.552,2.708,1,0,1,1,27,58,1
164527,Fall2015,Spring2019,BSEE,EE    ,2.864,3.21,36,33,1,7,1,0,1,27383,192653,2,5,0,0,1,0,0,3.264,3.116,2.923,1,1,1,1,25,59,1
164858,Fall2015,,,,,2.70,28,27,1,7,1,0,1,1275,27550,6,6,1,0,1,0,0,0.041,0.041,     ,0,0,0,0,1,1,0
165286,Fall2015,Spring2020,BSCHE,CHE   ,2.648,2.91,23,20,0,1,1,0,1,15227,80976,6,6,0,0,1,0,0,3.250,2.862,2.494,1,1,1,1,28,57,1
165825,Fall2015,Fall2018,BA,HIST  ,3.652,3.89,27,31,0,7,1,0,1,44796,264709,5,2,0,0,1,0,0,3.812,3.709,3.593,1,0,1,0,32,62,0
165984,Fall2015,,,,,3.45,24,21,1,7,1,0,1,20421,109400,1,4,0,1,1,0,0,1.500,1.637,     ,0,0,1,0,21,21,0
166163,Fall2015,,,,,3.93,25,29,0,7,1,0,0,322350,423897,6,6,0,0,0,0,0,2.557,3.396,3.379,0,1,0,0,26,53,0
166373,Fall2015,,,,,3.78,27,30,1,7,1,0,0,177409,406303,5,2,0,0,0,0,1,1.000,0.920,1.172,0,0,0,0,10,16,0
166655,Fall2015,Spring2019,BS,BIOL  ,3.182,3.62,34,35,0,1,1,0,1,8797,140753,5,4,0,1,1,0,0,3.720,3.555,3.322,1,1,1,1,34,62,1
167695,Fall2015,,,,,3.68,24,28,0,7,1,0,1,4430,82220,4,5,1,1,1,0,0,3.126,2.526,2.234,0,1,1,1,25,40,0
167884,Fall2015,Summer2020,BA,SOCL  ,2.019,3.09,31,33,1,7,1,0,1,26672,155136,5,2,0,0,1,0,1,2.438,2.175,1.872,1,0,0,0,24,54,0
168031,Fall2015,,,,,3.24,26,24,0,7,1,0,1,64336,284641,4,4,0,0,1,0,1,2.300,2.384,2.527,0,0,0,0,22,31,0
168173,Fall2015,Spring2021,BSCM,CM    ,2.560,3.24,23,24,1,7,1,0,1,999999,618740,4,4,0,0,1,0,0,2.614,2.895,2.433,1,1,1,1,23,50,1
168272,Fall2015,Spring2021,BSME,ME    ,2.565,3.37,25,23,1,1,1,0,1,0,27338,6,6,1,0,1,0,0,3.080,2.673,2.305,1,1,1,1,30,51,1
168542,Fall2015,Spring2020,BS,CHEM  ,3.119,3.32,22,23,0,2,1,0,1,0,16132,4,2,1,1,1,0,0,3.411,3.385,3.194,1,1,1,1,34,62,1
168705,Fall2015,Spring2020,BSCM,CM    ,2.972,3.44,25,25,1,7,1,1,1,23222,102999,2,1,0,1,1,0,0,2.533,3.103,2.701,1,1,1,1,26,57,1
169304,Fall2015,,,,,3.38,28,27,1,7,1,0,1,26047,113088,6,1,0,0,1,0,0,2.507,2.830,1.994,0,1,0,1,14,17,0
170048,Fall2015,Spring2019,BS,BIOL  ,3.874,3.81,27,31,0,7,1,0,1,342923,665527,4,4,0,0,1,0,1,4.120,4.171,4.077,1,1,1,1,28,66,1
170849,Fall2015,Summer2019,BS,BIOL  ,2.870,3.47,25,27,0,2,1,0,1,0,23498,6,2,1,0,1,0,0,2.692,2.843,2.984,1,1,1,1,25,53,1
172119,Fall2015,Spring2020,BSME,ME    ,3.073,3.32,30,34,1,7,1,0,1,178145,1002361,4,4,0,0,1,0,1,3.837,3.593,3.020,1,1,1,1,33,65,1
172227,Fall2015,,,,,3.49,27,26,1,3,1,0,1,0,9603,6,1,0,0,1,0,0,2.900,2.910,2.550,0,1,1,1,29,59,0
172839,Fall2015,Fall2018,BSCM,CM    ,3.419,3.70,25,25,1,7,1,0,1,41812,133498,2,4,0,1,1,0,0,3.750,3.695,3.435,1,1,1,1,26,62,1
172887,Fall2015,,,,,3.12,20,19,0,3,1,0,0,6545,106677,6,6,0,1,1,0,1,0.233,0.087,     ,0,0,1,0,3,3,0
173045,Fall2015,Spring2019,BS,BIOL  ,3.502,3.70,34,30,1,7,1,0,0,32102,223038,4,4,0,1,1,0,1,3.853,3.693,3.551,1,0,1,1,29,58,1
173611,Fall2015,Summer2019,BA,POLI  ,3.455,3.76,26,34,0,6,1,0,0,36159,145266,4,1,0,0,0,0,0,2.477,2.900,3.310,1,0,0,0,25,56,0
173903,Fall2015,Fall2019,BS,KIN   ,2.922,3.58,23,32,0,7,1,0,1,24988,111614,6,6,0,1,1,0,1,2.140,2.631,2.315,1,0,1,1,26,36,0
174107,Fall2015,,,,,2.83,24,20,1,2,1,0,0,0,19351,4,4,1,1,1,1,0,0.578,1.478,     ,0,0,0,0,6,6,0
174119,Fall2015,,,,,3.52,23,27,1,7,1,0,1,6308,51151,5,4,0,1,1,0,0,2.561,2.764,2.016,0,0,0,0,25,52,0
174797,Fall2015,Fall2018,BS,BIOL  ,3.614,3.42,32,27,1,3,1,0,0,24686,181611,4,4,0,1,1,0,0,4.120,3.974,3.747,1,1,1,1,31,63,1
174837,Fall2015,Spring2020,BID,ID    ,3.460,3.87,28,25,0,6,1,0,1,14360,94976,6,6,0,1,1,0,0,1.968,2.548,2.785,1,1,1,0,25,52,0
175184,Fall2015,Spring2019,BSCM,CM    ,3.678,3.86,24,26,1,7,1,0,1,71321,252850,4,4,0,0,1,0,0,3.794,3.893,3.745,1,1,1,1,32,62,1
175267,Fall2015,Fall2019,BA,SOCL  ,2.086,3.19,22,21,1,2,1,0,1,10882,54871,4,5,0,1,1,0,0,1.493,2.432,2.212,1,0,1,0,28,57,0
176110,Fall2015,Fall2020,BSCHE,CHE   ,2.563,3.73,27,30,1,7,1,0,1,57042,172964,2,4,0,0,1,0,1,3.407,3.281,2.677,1,1,1,1,28,55,1
176229,Fall2015,Spring2019,BSCE,CE    ,3.482,3.75,28,35,0,7,1,0,0,47216,345660,4,4,0,0,0,0,1,3.800,3.527,3.310,1,1,1,1,29,58,1
176956,Fall2015,,,,,4.00,27,28,0,7,1,1,1,50396,93844,1,1,0,0,1,0,0,3.800,3.774,3.456,0,0,0,0,33,65,0
177826,Fall2015,Spring2019,BSEE,EE    ,3.313,3.87,32,26,1,7,1,0,1,39611,158306,4,4,0,0,1,0,0,3.272,3.312,3.288,1,1,1,1,26,55,1
177874,Fall2015,,,,,3.22,23,23,0,2,1,0,0,21061,105057,4,4,0,1,1,0,0,2.327,2.185,2.080,0,1,1,1,27,51,0
178270,Fall2015,Summer2019,BS,KIN   ,2.677,3.08,19,25,0,7,1,0,1,31864,130472,4,4,0,0,1,0,0,2.660,2.590,2.848,1,0,0,0,30,59,0
178671,Fall2015,Spring2019,BSBE,BE    ,3.130,3.55,28,35,1,7,1,0,1,32993,124929,6,6,0,0,1,0,1,3.415,3.020,2.925,1,1,1,1,29,58,1
178860,Fall2015,Fall2018,BS,BIOL  ,3.727,3.89,29,28,1,7,1,0,1,204142,356553,5,5,0,0,1,0,0,3.900,3.948,3.782,1,1,1,1,25,64,1
178914,Fall2015,Fall2019,BS,FIN   ,3.163,3.25,24,33,1,7,1,0,1,7910,100784,1,4,0,0,1,0,0,3.463,2.964,3.222,1,1,1,1,28,54,0
179036,Fall2015,,,,,3.02,28,25,1,2,1,0,1,2251,52304,6,4,1,1,1,0,0,2.250,2.023,2.129,0,0,1,1,30,62,0
